Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
133672,3 BHK Ready to Occupy Flat for sale in Kesarwani Apartment Dwarka Sector 5,"This ready to move-in 3 BHK flat is available for sale at the premium Dwarka Sector 5 in New Delhi. Well-tucked in the Kesarwani Apartment township, the property is easily accessible. This flat for resale is a choice property. In Dwarka Sector 5, this ready to move flat is available at an attractive price of INR 2.20 Cr. The flat is sold in semi-furnished condition. near by venkateshwar hospitalnear by sector 12 metro station are some major landmarks near the apartment.",2.20 Cr ,12222.0,new-delhi,1600 sqft,Ready to Move,6 out of 8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Kesarwani Apartment,3,3,"1 Covered,",Freehold,,,
117082,"2 BHK Ready to Occupy Flat for sale Kailash Colony, Greater Kailash","Have a look at this immaculate 2 BHK flat for sale in Kailash Colony, New Delhi. Your hunt for the perfect apartment for resale comes to an end here. The ready to move flat in the prime area of Kailash Colony is available at a reasonable price of INR 1.50 Cr. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience. kailash colony metro are some major landmarks near the apartment.",1.50 Cr ,11538.0,new-delhi,1100 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,North - East,Garden/Park,,2,2,,Freehold,,,
171778,2 BHK Ready to Occupy Flat for sale in TDI Wellington Heights Sector 117,"Have a look at this immaculate 2 BHK flat for sale in Sector 117, Mohali. It is based at Tdi Wellington Heights complex, that occupies a prominent place in the locality. This is one of the best properties available for resale. This apartment in one of the significant areas of Sector 117 is ready to move, and can be purchased at the best price of INR 46 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The property is strategically placed near prominent places as 200 feet airport road . which make for the smooth living of residents.",46 Lac ,3833.0,mohali,850 sqft,Ready to Move,8 out of 11,Resale,Semi-Furnished,North - East,Main Road,TDI Wellington Heights,2,2,1 Covered,Freehold,,,
155601,"2 BHK Ready to Occupy Flat for sale Sainik Colony, Sector 49","This exquisite 2 BHK Flat is offered for sale in Sainik Colony, Faridabad. Your search ends here, because this flat for resale is among the best bargains in town. Located in Sainik Colony, this ready to move apartment is sold at a fair selling price of INR 30.1 Lac. The flat is sold in semi-furnished condition. Some of the landmarks in the vicinity include well connected location from gurgaon, delhi and noida and mathura road.",30.1 Lac ,3935.0,faridabad,80 sqyrd,Ready to Move,1 out of 4,Resale,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",,2,2,"1 Covered,",Freehold,,,
105286,3 BHK Ready to Occupy Flat for sale in Diamond City South Tollygunge,3 bedroom flat available for sale in Diamond City South. The flat is well maintained and has sufficient sunlight and air,1.10 Cr ,7666.0,kolkata,,Ready to Move,12 out of 20,Resale,Semi-Furnished,East,Main Road,Diamond City South,2,2,1 Open,Freehold,1435 sqft,,
167217,3 BHK Ready to Occupy Flat for sale Bhoirwadi,"This lovely 3 BHK Flat in Bhoirwadi, Kalyan is up for sale. This flat for resale is just the type of property you have been searching for! This ready to move flat is offered at an economical price of INR 95 Lac. The spacious apartment is semi-furnished. Some of the landmarks in the vicinity include icon plaza hall and behind b ward municipal office.",95 Lac ,8261.0,kalyan,920 sqft,Ready to Move,7 out of 7,Resale,Semi-Furnished,West,Main Road,,2,1,,Co-operative Society,,,
38962,2 BHK Ready to Occupy Flat for sale in Divyasree Elan Sarjapur Road,"2 BHK flat available for sale in Bangalore in the prime location of Sarjapur Road. Strategically situated in the Divyasree Elan site, it is placed at a prime location. This is a desirable apartment for resale. This apartment ready to move in the Sarjapur Road is available for an attractive price of INR 85 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",85 Lac ,6223.0,bangalore,,Ready to Move,Ground out of 10,Resale,Semi-Furnished,,,,2,,,,1366 sqft,,
37046,3 BHK Ready to Occupy Flat for sale Phase 8th JP Nagar,"This lovely 3 BHK Flat in JP Nagar Phase 8, Bangalore is up for sale. This is one of the best properties available for sale. This apartment ready to move in the JP Nagar Phase 8 is available for an attractive price of INR 88 Lac. The spacious apartment is unfurnished. Some neighbouring landmarks are meenakshi forum mall, radcliffe school, decathlon, dmart, cult fit.",88 Lac ,5254.0,bangalore,,Ready to Move,2 out of 4,New Property,Unfurnished,North,Garden/Park,,3,2,1 Covered,Freehold,1675 sqft,,
4872,3 BHK Ready to Occupy Flat for sale Satellite,"Creatively planned and constructed is a 3 BHK flat for sale in Satellite, Ahmedabad. This flat is an attractive property for resale. This ready to move flat in Satellite can be taken at a very economical pricing of INR 65 Lac. The apartment is furnished. near by jodhpur cross road , hospital, temple , school , isckon temple are a few nearby landmarks.",65 Lac ,5272.0,ahmedabad,1233 sqft,Ready to Move,9 out of 10,Resale,Furnished,East,"Garden/Park, Main Road",,3,2,"1 Covered,",Freehold,,,
169101,2 BHK Ready to Occupy Flat for sale Kakkanad,"One can find this stunning 2 BHK flat for sale in Kakkanad, Kochi. This apartment is a property of choice for resale. This ready to move flat in Kakkanad can be taken at a very economical pricing of INR 49 Lac. The flat is available in unfurnished condition.",49 Lac ,5109.0,kochi,,Ready to Move,5 out of 16,Resale,Unfurnished,,,,2,,,,959 sqft,,
168390,4 BHK Ready to Occupy Flat for sale in Yog Tower Civil Lines,"Discover this immaculate 4 BHK flat for sale at the pristine Civil Lines in Kanpur. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Yog Tower. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Civil Lines can be availed at a reasonable price of INR 1.65 Cr. It is furnished to accommodate your needs.",1.65 Cr ,10714.0,kanpur,,Ready to Move,1 out of 8,Resale,Furnished,,,Yog Tower,3,,,,1540 sqft,,
37024,3 BHK Ready to Occupy Flat for sale in Bhartiya City Nikoo Homes Phase 2 Thanisandra Main Road,"Thanisandra Main Road, Bangalore has an appealing 3 BHK flat for sale with various amenities. Ideally situated in the Bhartiya City Nikoo Homes Phase 2 township it enjoys a prime location. This flat is an attractive property for resale. This ready to move property in Thanisandra Main Road is readily available within an affordable cost of INR 3.10 Cr. The possession date of the flat stands at Jul '22. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",3.10 Cr ,13108.0,bangalore,1415 sqft,Ready to Move,32 out of 32,Resale,Semi-Furnished,East,,,3,3,,,,,
25586,3 BHK Ready to Occupy Flat for sale Phase 8th JP Nagar,"This lovely 3 BHK Flat in JP Nagar Phase 8, Bangalore is up for sale. This is one of the best properties available for sale. This apartment ready to move in the JP Nagar Phase 8 is available for an attractive price of INR 88 Lac. The spacious apartment is unfurnished. Some neighbouring landmarks are meenakshi forum mall, radcliffe school, decathlon, dmart, cult fit.",88 Lac ,5254.0,bangalore,,Ready to Move,2 out of 4,New Property,Unfurnished,North,Garden/Park,,3,2,1 Covered,Freehold,1675 sqft,,
25620,3 BHK Ready to Occupy Flat for sale in Sriven Rag Metropole J P Nagar,"JP Nagar, Bangalore has an attractive 3 BHK Flat for sale. Strategically situated in the Sriven Rag Metropole site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat is offered at an economical price of INR 63 Lac. You will find it semi-furnished. Landmarks near the apartment include national public school.",63 Lac ,3877.0,bangalore,1435 sqft,Ready to Move,3 out of 6,Resale,Semi-Furnished,East,,,3,3,"1 Covered,",Freehold,,,
102808,"2 BHK Ready to Occupy Flat for sale Garia Main Road, Kolkata",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,45 Lac ,,kolkata,860 sqft,Ready to Move,2 out of 6,Other,Furnished,,,,2,,,,,,
27026,3 BHK Ready to Occupy Flat for sale Phase 8th JP Nagar,"This lovely 3 BHK Flat in JP Nagar Phase 8, Bangalore is up for sale. This is one of the best properties available for sale. This apartment ready to move in the JP Nagar Phase 8 is available for an attractive price of INR 88 Lac. The spacious apartment is unfurnished. Some neighbouring landmarks are meenakshi forum mall, radcliffe school, decathlon, dmart, cult fit.",88 Lac ,5254.0,bangalore,,Ready to Move,2 out of 4,New Property,Unfurnished,North,Garden/Park,,3,2,1 Covered,Freehold,1675 sqft,,
139535,2 BHK Ready to Occupy Flat for sale Dwarka Mor,"This exquisite 2 BHK Flat is offered for sale in Dwarka Mor, New Delhi. This flat for sale has a desirable location. This apartment ready to move in the Dwarka Mor is available for an attractive price of INR 23 Lac. The spacious apartment is furnished. The flat is easily approachable because it is near to dwarka mor metro station.",23 Lac ,4646.0,new-delhi,495 sqft,Ready to Move,1 out of 4,New Property,Furnished,East,"Garden/Park, Main Road",,2,1,1 Covered,Freehold,,,
146684,1 BHK Ready to Occupy Flat for sale Surajnagar Thane,"One can find this stunning 1 BHK flat for sale in Surajnagar, Thane. Your search ends here, because this flat for resale is among the best bargains in town. Available at a reasonable selling price of INR 27 Lac, this ready to move apartment in Surajnagar is a great buy. The apartment is unfurnished. The flat is in close proximity to prominent landmarks like saibaba hospital.",27 Lac ,6429.0,thane,370 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,North - East,,,1,,,Freehold,,,
185942,3 BHK Ready to Occupy Flat for sale Vrindavan,"This exquisite 3 BHK Flat is offered for sale in Vrindavan, Vrindavan. This flat is available as a resale property. The ready to move flat in Vrindavan is all ready for sale at a low-priced budget of INR 70 Lac. The spacious apartment is furnished.",70 Lac ,5000.0,vrindavan,,Ready to Move,2 out of 2,Resale,Furnished,,,,3,,,,1400 sqft,,
18759,2 BHK Ready to Occupy Flat for sale in Pragathi Amber Ananth Nagar,"This attractive 2 BHK apartment can be found for sale in Ananth Nagar, Bangalore. Enjoying a prime location, this property is housed in the Pragathi Amber society. Invest your valuable money in this flat that is for resale. Located in Ananth Nagar, this ready to move apartment is sold at a fair selling price of INR 64 Lac. The possession date - when flat is given to the buyer - for this property is Jun '23. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",64 Lac ,5246.0,bangalore,805 sqft,Ready to Move,9 out of 15,Resale,Unfurnished,North,Garden/Park,,2,1,1 Covered,Freehold,,,
83330,2 BHK Ready to Occupy Flat for sale in Siddha Aangan HEIGHTS Ajmer Road,"This gorgeous 2 BHK Flat is available for sale in Ajmer Road, Jaipur. This flat is placed in a marvellous location within the Siddha Aangan Heights complex. This flat for resale is just the type of property you have been searching for! The ready to move flat in Ajmer Road is all ready for sale at a low-priced budget of INR 22 Lac. This premium furnished flat spells quality and comfort at a competitive price.",22 Lac ,2202.0,jaipur,,Ready to Move,2 out of 8,Resale,Furnished,,,Siddha Aangan HEIGHTS,2,,,,999 sqft,,
48693,4 BHK Ready to Occupy Flat for sale in Osian Chlorophyll Porur,"Discover this immaculate 4 BHK flat for sale at the pristine Porur in Chennai. Strategically situated in the Osian Chlorophyll site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat located in Porur is available for purchase at a fair price of INR 2.90 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. close to sri ramachandra medical centre are a few nearby landmarks.",2.90 Cr ,,chennai,3440 sqft,Ready to Move,6 out of 10,Resale,Semi-Furnished,South,,,5,,2 Covered,,,,
128589,2 BHK Ready to Occupy Flat for sale Aya Nagar,"This gorgeous 2 BHK Flat is available for sale in Aya Nagar, New Delhi. Your hunt for the perfect apartment for resale comes to an end here. Available at a reasonable selling price of INR 32 Lac, this ready to move apartment in Aya Nagar is a great buy. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. mandir are some of the key nearby landmarks.",Call for Price,,new-delhi,7 sqyrd,Ready to Move,3 out of 4,Resale,Unfurnished,East,Main Road,,2,2,,Freehold,,,
77378,2 BHK Ready to Occupy Flat for sale Seethaphalmandi,"Creatively planned and constructed is a 2 BHK flat for sale in Sitaphalmandi, Hyderabad. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat is offered at an economical price of INR 38 Lac. The apartment is semi-furnished.",Call for Price,,hyderabad,,Ready to Move,2 out of 5,Resale,Semi-Furnished,,,,3,,,,900 sqft,,
141874,1 BHK Ready to Occupy Flat for sale Uttam Nagar West,"One can find this stunning 1 BHK flat for sale in Uttam Nagar West, New Delhi. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Uttam Nagar West can be taken at a very economical pricing of INR 18 Lac. The flat is available in furnished condition.",18 Lac ,18000.0,new-delhi,50 sqft,Ready to Move,1 out of 6,Resale,Furnished,,,,1,1,,,,,
